,Full Design,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
193106,1.00E+35,947,0.190363785,-0.62648756,1,0.7
193117,1.00E+35,1126,0.167654729,-0.628154855,1,0.9
193120,1.11E+35,554,0.416733817,-0.045286775,0.4,1
193163,1.00E+35,702,0.2,-0.158172352,1,0.8
193203,1.01E+35,660,0.198315128,-0.154343029,0.8,0.8
193241,1.01E+35,1140,0.190363785,-0.679194032,1,0.7
193242,1.00E+35,648,0.1998,-2.34E-05,1,0.1
193252,1.01E+35,1217,0.03961474,-0.493498846,1,1
193270,1.01E+35,722,0.246623888,-0.146705072,0.6,1
193283,1.01E+35,774,0.106544579,-0.218218784,0.8,0.8
193341,1.00E+35,640,0.539311067,-0.080426595,0.4,0.9
193350,1.00E+35,656,0.261434333,-0.421108515,0.8,1
193362,1.10E+28,592,0.397940009,0.31987848,0.4,0.7
193371,1.01E+35,942,0.07530748,-0.547938463,1,0.9
193388,1.01E+35,1170,0.038076364,-0.486389997,1,1
193403,1.00E+35,858,0.41385987,-0.415368925,0.6,0.9
193433,1.00E+35,736,0.16736189,-0.558713668,1,0.9
193455,1.01E+35,752,0.144339637,-0.3686946,0.8,0.9
193508,1.00E+35,724,0.280667252,-0.257511242,0.8,0.8
193519,1.10E+35,626,0.589687595,-0.206977197,0.4,1
193523,1.01E+35,1018,0.07530748,-0.547938463,1,0.9
193525,1.00E+35,700,0.398896825,-0.348402637,0.6,1
193535,1.10E+35,620,0.42184875,-0.368511945,0.6,1
193575,1.01E+35,1299,0.038376773,-0.498146,1,0.8
193604,1.00E+35,686,0.24336014,-0.392566795,0.8,1
193609,1.11E+35,656,0.43343746,-0.041874823,0.4,1
193693,1.01E+35,752,0.047429624,-0.479317138,1,0.9
193704,1.01E+35,748,0.047429624,-0.479317138,1,0.9
193723,1.01E+35,676,0.230994815,-0.103581189,0.6,1
193740,1.01E+35,718,0.152065603,-0.240313122,1,0.7
193887,1.11E+35,507,0.24754816,-0.137436792,0.6,1
193893,1.01E+35,996,0.047830596,-0.499391178,1,0.5
193900,1.01E+34,560,0.597740009,0.397930065,0.4,0.8
193915,1.11E+35,646,0.279736389,-0.190525619,0.6,0.8
193917,1.01E+35,778,0.07190843,-0.495634841,1,0.9
193935,1.11E+35,756,0.223286103,-0.201740603,0.6,0.6
194013,1.01E+35,706,0.311683395,-0.299012264,0.6,0.9
194062,1.01E+35,714,0.210717764,-0.163205266,0.8,0.8
194065,1.00E+35,616,0.2,-0.222367159,1,0.7
194084,1.01E+35,683,0.261035326,-0.170646764,0.8,1
194103,1.01E+35,769,0.217573347,-0.135385197,0.8,1
194156,1.00E+35,766,0.270376887,-0.220957094,0.6,0.6
194173,1.01E+35,754,0.017775768,-0.43435464,1,1
194188,1.01E+35,1037,0.078205079,-0.581372207,1,0.7
194200,1.10E+35,514,0.42164875,0.221834125,0.6,0.7
194301,1.00E+35,798,0.550467799,-0.113381526,0.4,0.9
194350,1.00E+35,708,0.289523625,-0.543706053,0.8,1
194391,1.00E+35,634,0.296710013,0.096892211,0.8,0.3
194416,1.01E+35,180,0.237284967,-0.171022071,0.6,1
194431,1.01E+35,664,0.452115758,0.109165011,0.4,1
194465,1.01E+35,795,0.245547394,-0.257511242,0.8,0.8
194507,1.01E+35,915,0.120831211,-0.296943049,0.8,1
194680,1.00E+35,838,0.190533405,-0.628154855,1,0.9
194719,1.01E+35,840,0.142209801,-0.130847581,0.8,0.6
194817,1.00E+35,764,0.395128643,-0.362741399,0.6,1
194991,1.00E+35,1224,0.016019475,-0.148886296,1,1
195064,1.01E+35,741,0.12728071,-0.307094777,0.8,0.8
195072,1.00E+35,623,0.2,-0.124497569,1,0.7
195124,1.01E+35,665,0.406261492,0.005161231,0.6,1
195136,1.00E+35,778,0.188314262,-0.558679783,1,0.9
195252,1.00E+35,750,0.513610136,-0.09409926,0.4,1
195268,1.00E+35,1011,0.140210832,-0.551289826,1,1
195292,1.00E+35,754,0.566305071,-0.23239323,0.4,0.8
195297,1.00E+35,762,0.430261718,-0.001900576,0.4,0.8
195306,1.01E+35,780,0.419368102,-0.101044579,0.8,0.6
195361,1.01E+35,870,0.148544512,-0.402197453,0.8,1
195432,1.00E+35,739,0.23623579,-0.193445154,0.8,1
195445,1.01E+35,848,0.138347811,-0.374192539,0.8,0.8
195457,1.00E+35,726,0.296710013,0.09689421,0.8,0.8
195571,1.00E+35,826,0.2592408,-0.439187719,0.8,0.8
195577,1.10E+35,537,0.42184875,-0.063610882,0.6,0.9
195727,1.01E+35,817,0.092008497,-0.261304049,1,0.7
195757,1.00E+35,629,0.286012179,-0.439306011,0.8,1
195850,1.00E+35,965,0.158594001,-0.528513694,1,0.7
195891,1.00E+35,724,0.160840412,-0.459686642,1,1
195906,1.00E+35,771,0.264112672,-0.449136118,0.8,1
195938,1.01E+35,793,0.12728071,-0.307094777,0.8,0.8
195964,1.01E+35,788,0.17906716,-0.403862719,0.8,1
195970,1.11E+35,613,0.294180213,-0.293379054,0.6,1
196054,1.00E+35,604,0.588955767,-0.162085422,0.4,1
196147,1.00E+35,901,0.128023681,-0.488059494,1,0.8
196260,1.01E+35,743,0.247769397,-0.173634091,0.6,1
196269,1.00E+35,776,0.20057485,-0.397251716,0.8,0.8
196274,1.00E+35,727,0.493566408,-0.025323488,0.4,1
196281,1.01E+35,879,0.096910013,-0.334234055,0.8,0.7
196288,1.01E+35,759,0.374814157,-0.372839656,0.6,1
196295,1.11E+35,503,0.244006236,-0.148951416,0.6,0.8
196314,1.01E+35,868,0.138348706,-0.359847769,0.8,1
196347,1.00E+35,748,0.296710013,0.096898604,0.8,0.9
196452,1.00E+35,900,0.167654729,-0.584229672,1,0.9
196459,1.01E+35,785,0.018514952,-0.447499468,1,1
196567,1.01E+35,712,0.219298023,-0.221918754,1,1
196574,1.00E+35,881,0.18763932,-0.5869596,1,0.5
196689,1.00E+35,780,0.188917116,-0.527400769,1,0.9
196747,1.00E+35,811,0.379491095,-0.319673291,0.6,1
196754,1.00E+35,654,0.566270116,0.039062476,0.4,0.8
196774,1.11E+35,601,0.230992301,-0.122230007,0.6,1
196911,1.11E+35,766,0.28849301,-0.332159187,0.6,0.8
197017,1.00E+35,883,0.190363785,-0.679194032,1,0.7
197034,1.00E+35,847,0.414462362,-0.435046009,0.6,0.9
197038,1.01E+35,819,0.245708048,-0.483416308,0.8,1
197127,1.11E+35,776,0.397473777,-0.42468215,0.6,0.9
197232,1.11E+35,609,0.44892937,-0.135519252,0.4,0.9
197291,1.00E+35,716,0.171347352,-0.106730448,0.8,0.9
197319,1.01E+35,819,0.032514755,-0.312216279,1,0.7
197342,1.00E+35,715,0.287965145,-0.465752986,0.8,1
197377,1.00E+35,855,0.023868451,-0.160140679,1,0.6
197461,1.11E+33,720,0.296710013,0.096897418,0.8,0.8
197478,1.01E+35,1226,0.014252953,-0.433449497,1,0.8
197616,1.00E+35,634,0.413371104,-0.336306087,0.6,1
197796,1.01E+35,825,0.463410074,-0.134996634,0.4,1
197799,1.01E+35,835,0.424599762,-0.03327621,0.4,0.7
197816,1.00E+35,823,0.189300713,-0.264473533,0.8,1
197828,1.00E+35,786,0.42184875,-0.398805742,0.6,0.9
197844,1.00E+35,690,0.273629638,-0.19724525,0.8,0.8
197848,1.01E+35,1139,0.04032166,-0.497455078,1,1
198041,1.01E+35,1535,0.245372779,-0.281067212,0.6,0.6
198138,1.01E+35,1346,0.559122995,0.098417686,0.4,0.9
198142,1.00E+35,1675,0.42184875,-0.484033603,0.6,0.3
198152,1.01E+35,1506,0.448029888,-0.055264653,0.6,0.8
198212,1.01E+35,1554,0.446948549,-0.072331357,0.4,1
198230,1.10E+33,1473,0.258911808,-0.203046833,0.6,0.8
198261,1.10E+33,1649,0.107830794,-0.30405645,0.8,0.6
198439,1.10E+33,1540,0.315718936,-0.151872826,0.6,0.8
198654,1.11E+27,1640,0.262595438,-0.448546681,0.8,0.6
198671,1.01E+35,1805,0,-0.441382614,1,1
198676,1.11E+27,1568,0.569729796,-0.148317166,0.4,0.9
198710,1.01E+27,1524,0.296910013,-0.425965804,0.8,0.3
198831,1.01E+35,1617,0.251379013,-0.209664118,0.6,0.8
198844,1.01E+35,1403,0.449112477,0.058172934,0.4,0.8
198894,1.01E+35,1544,0.46511588,-0.226400012,0.4,0.7
198939,1.00E+33,1674,0.096910013,-0.330897474,0.8,0.4
198975,1.00E+35,1638,0.42184875,-0.396575243,0.6,0.6
199015,1.01E+35,1597,0.144740609,-0.380379694,0.8,0.7
199056,1.01E+35,1589,0.488605507,-0.225062628,0.4,1
199217,1.01E+35,1440,0.496401027,-0.24630267,0.4,1
199327,1.01E+35,1508,0.179289322,-0.221901196,1,1
199333,1.01E+35,1615,0.320013093,-0.109231318,0.8,0.7
199490,1.10E+33,1467,0.242438932,-0.200596205,0.6,0.8
199499,1.01E+35,1742,0.243965411,-0.247981467,0.6,0.7
199557,1.01E+35,1632,0.461825486,-0.098816805,0.4,1
199577,1.00E+35,1516,0.597940009,-0.30066968,0.4,1
199730,1.10E+33,1525,0.22184875,-0.138111444,0.6,1
199944,1.10E+33,1665,0.151017477,-0.352858814,0.8,0.8
200215,1.10E+33,1550,1.192752367,-0.093157561,1,0.8
200293,1.01E+35,1680,0.281981715,-0.271723293,0.6,0.9
200326,1.10E+33,1613,0.115677277,-0.278634681,0.8,0.6
200415,1.01E+27,1642,0.382689161,-0.198975021,0.6,0.6
200627,1.10E+33,1714,0.268546316,-0.188823882,0.6,1
200687,1.00E+35,1645,0.568792374,-0.316757023,0.4,1
200834,1.10E+33,1365,0.423363108,-0.025358298,0.4,1
200864,1.10E+33,1738,0.151017477,-0.352858814,0.8,0.8
201062,1.10E+33,1611,0.25770115,-0.216732372,0.6,0.8
201117,1.01E+35,1663,0.42184875,-0.334510023,0.6,0.7
201272,1.01E+35,1835,0.157927319,-0.304272996,0.8,0.8
201314,1.10E+33,1597,0.449112477,0.058172934,0.4,0.8
201463,1.10E+33,1579,0.310297209,-0.136953952,0.6,1
201505,1.01E+35,1868,0.096910013,-0.311622478,0.8,1
201641,1.01E+35,1634,0.494778195,-0.276329409,0.4,0.8
201678,1.10E+33,1570,0.452047472,-0.051828819,0.4,0.7
201861,1.01E+35,1627,0.304691462,-0.319910913,0.6,0.8
201928,1.01E+35,1601,0.461825486,-0.151188136,0.4,0.7
201944,1.01E+35,1448,0.510732089,-0.306412902,0.4,0.7
202039,1.00E+32,1548,0.296910013,-0.153024956,0.8,0.4
202149,1.01E+35,1668,0.288515416,-0.366386545,0.6,0.5
202169,1.00E+35,1698,0.402484481,-0.559438069,0.6,1
202220,1.10E+33,1499,0.179752725,-0.162479645,0.8,0.6
202248,1.01E+27,1607,0.265324285,-0.399364836,0.8,0.9
202285,1.01E+35,1488,0.483054626,-0.224919991,0.4,1
202426,1.01E+35,1533,0.463619621,0.042405241,0.4,0.7
202459,1.00E+33,1609,0.399034385,-0.010370713,0.4,1
202523,1.10E+33,1499,0.431021493,0.031801382,0.4,0.8
202766,1.01E+35,1611,0.288515416,-0.304370957,0.6,0.8
203173,1.00E+35,614,0.335739179,-0.190832792,0.6,1
203174,1.00E+35,906,0.130721814,-0.54969234,1,0.8
203200,1.00E+32,753,0.296710013,0.096896475,0.8,0.5
203212,1.01E+29,597,0.42164875,0.221836148,0.6,0.6
203238,1.00E+35,583,0.290782732,-0.174558913,0.6,0.9
203251,1.00E+27,860,0.379752725,-0.002253376,0.8,0.7
203273,1.00E+35,891,0.242958563,-0.456184851,0.8,1
203280,1.00E+35,939,0.155488657,-0.315372649,0.8,0.6
203315,1.00E+27,850,0.1998,-1.26E-05,1,0.6
203357,1.10E+27,596,0.296710013,0.096890879,0.8,0.1
203409,1.00E+35,804,0.597740009,0.397928174,0.4,1
203410,1.01E+35,1083,0.123569766,-0.365896485,0.8,0.9
203449,1.00E+35,554,0.543247323,-0.173219271,0.4,0.8
203470,1.00E+32,715,0.987534175,0.178503944,0.6,0.8
203479,1.00E+27,565,0.1998,-1.55E-05,1,0.5
203491,1.00E+35,999,0.114644661,-0.562638006,1,0.8
203547,1.00E+35,699,0.42164875,0.221837487,0.6,0.8
203568,1.00E+35,1091,0.158578644,-0.466926267,1,0.9
203618,1.00E+32,677,0.526090905,0.240430036,0.4,1
203646,1.00E+35,917,0.140469275,-0.565803062,1,1
203674,1.00E+35,852,0.156316876,-0.506457772,1,0.5
203683,1.00E+35,776,0.296710013,0.096899667,0.8,0.8
203719,1.00E+35,627,0.296710013,0.096893046,0.8,0.9
203724,1.01E+27,619,0.42164875,0.221836334,0.6,0.9
203737,1.00E+35,1040,0.163469477,-0.54969234,1,1
203747,1.00E+35,741,0.206293645,-0.34213335,0.8,0.4
203751,1.00E+35,606,0.296710013,0.09689618,0.8,0.5
203765,1.00E+35,798,0.196910013,-0.354961108,0.8,0.3
203776,1.00E+35,798,0.32730914,-0.198975021,0.6,0.9
203816,1.00E+35,766,0.27729357,-0.196072588,0.6,1
203830,1.00E+35,684,0.1998,-1.35E-05,1,0.6
203847,1.10E+27,649,0.296710013,0.096893046,0.8,0.4
203858,1.00E+35,298,0.296710013,0.096897778,0.8,0.5
203920,1.00E+35,747,0.296710013,0.096897597,0.8,0.7
203957,1.00E+35,1060,0.13137085,-0.524591654,1,0.6
203969,1.00E+35,1047,0.108412156,-0.329525873,0.8,1
203970,1.00E+35,733,1.284368419,0.308990942,0.4,0.6
203971,1.00E+35,826,0.196201335,-0.333859188,0.8,0.9
203972,1.01E+35,1062,0.1,-0.412282662,1,0.6
204008,1.00E+27,581,0.1998,-1.70E-05,1,0.7
204015,1.00E+35,846,0.292078651,-0.257815858,0.6,0.9
204021,1.00E+35,864,0.191051448,-0.356345923,0.8,1
204050,1.01E+35,1172,0.062864932,-0.37996029,1,0.5
204126,1.10E+27,644,0.597740009,0.397924768,0.4,0.2
204160,1.00E+35,721,0.1998,-1.15E-05,1,0.6
204203,1.00E+35,729,0.1998,-1.70E-05,1,0.5
204250,1.00E+35,750,0.440580696,0.016517047,0.4,0.8
204277,1.00E+32,751,0.597740009,0.397925953,0.4,0.5
204280,1.00E+35,699,0.14543815,-0.345895831,0.8,0.6
204328,1.00E+35,889,0.148571974,-0.367083225,0.8,0.8
204346,1.00E+35,814,0.456079756,-0.039064935,0.4,1
204428,1.00E+27,581,0.1998,-1.55E-05,1,0.5
204431,1.00E+35,1010,0.158687279,-0.362776629,0.8,0.6
204460,1.00E+35,802,0.254473402,-0.367435263,0.8,0.9
204471,1.00E+35,904,0.08844846,-0.491343724,1,0.6
204495,1.00E+35,924,0.1998,-1.46E-05,1,0.8
204569,1.01E+35,995,0.032553524,-0.466760353,1,1
204575,1.00E+35,1056,0.225376426,-0.483194766,0.8,1
204593,1.00E+35,893,0.416854306,-0.019981329,0.4,0.8
204633,1.00E+35,670,0.355182083,-0.318457131,0.6,1
204670,1.00E+35,703,0.1998,-1.22E-05,1,0.8
204702,1.10E+27,610,0.296710013,0.096895389,0.8,0.5
204720,1.00E+27,550,0.463281495,0.035872121,0.4,0.7
204741,1.01E+35,985,0.082181164,-0.402048329,1,0.8
204747,1.00E+27,721,0.477225095,0.063326308,0.4,0.7
204895,1.00E+27,703,0.579752725,-0.006616441,0.8,0.5
204973,1.00E+35,816,0.1998,-1.78E-05,1,0.5
204978,1.00E+35,964,0.158578644,-0.512512779,1,0.9
205047,1.01E+35,926,0.393210148,-0.237157376,0.6,0.5
205089,1.00E+35,910,0.293894066,-0.191077726,0.6,0.8
205099,1.00E+35,840,0.42164875,0.221834366,0.6,0.7
205120,1.00E+27,719,0.1998,-2.02E-05,1,0.4
205156,1.00E+32,578,0.296710013,0.096895389,0.8,0.8
205176,1.00E+35,917,0.414116054,-0.044049647,0.4,0.8
205232,1.00E+35,868,0.45256702,-0.063250111,0.4,0.9
205272,1.00E+35,604,0.196910013,-0.321664456,0.8,0.9
205286,1.00E+35,653,0.1998,-1.38E-05,1,0.6
205366,1.00E+27,709,0.42164875,0.22182917,0.6,0.3
205399,1.00E+35,824,0.1998,-1.29E-05,1,0.6
205425,1.00E+35,975,0.199914881,-0.370798379,0.8,1
205457,1.01E+35,904,0.300439909,-0.181956801,0.6,0.8
205463,1.00E+35,788,0.296710013,0.096892211,0.8,0.3
205478,1.00E+35,792,0.1998,-1.24E-05,1,0.6
205513,1.10E+27,771,0.296710013,0.09689513,0.8,0.2
205529,1.00E+32,650,0.42164875,0.221833598,0.6,0.8
205640,1.00E+35,790,0.196910013,-0.293150434,0.8,0.9
205672,1.00E+35,1032,0.158578644,-0.466926267,1,0.9
205678,1.10E+27,697,0.597740009,0.397925125,0.4,0.6
205707,1.00E+35,895,0.105460391,-0.459686642,1,0.8
205714,1.00E+35,1014,0.153155806,-0.368993328,0.8,0.6
205745,1.00E+35,862,0.188522908,-0.240200893,0.8,0.6
205789,1.00E+35,707,0.533745173,-0.11675559,0.4,1
205803,1.10E+27,620,0.597740009,0.397925125,0.4,0.5
205856,1.00E+35,887,0.232265075,-0.456184851,0.8,0.9
205875,1.00E+27,753,0.579752725,0.008824643,0.8,0.8
206006,1.00E+27,784,0.1998,-1.73E-05,1,0.4
206068,1.00E+35,971,0.264025951,-0.46176977,0.8,0.9
206099,1.10E+27,729,0.296710013,0.096897597,0.8,0.6
206126,1.00E+35,1002,0.097808335,-0.49100271,1,0.6
206160,1.00E+35,935,0.238002662,-0.197353925,0.6,1
206188,1.00E+35,713,0.296710013,0.096894772,0.8,0.1
206241,1.00E+35,906,0.124930943,-0.528384894,1,0.6
206352,1.00E+35,1072,0.2,-0.54969234,1,1
206408,1.00E+35,945,0.153155806,-0.368993328,0.8,0.6
206440,1.00E+35,709,0.597740009,0.397930441,0.4,1
206448,1.00E+35,677,0.597740009,0.397929663,0.4,0.9
206477,1.00E+35,958,0.093870186,-0.456787126,1,0.8
206499,1.10E+27,637,0.597740009,0.397927345,0.4,0.4
206501,1.00E+27,876,0.191662267,-0.119395728,0.8,0.7
206512,1.00E+35,818,0.531873401,-0.061066117,0.4,0.6
206513,1.00E+35,868,0.152354833,-0.321011325,0.8,1
206580,1.00E+35,812,0.444433547,-0.023859401,0.4,0.9
206606,1.00E+32,682,0.42164875,0.221835426,0.6,1
206742,1.00E+35,908,0.185786582,-0.38918516,0.8,0.6
206803,1.00E+27,761,0.1998,-2.40E-05,1,1.11E-16
206810,1.00E+35,951,0.1998,-1.82E-05,1,0.4
206863,1.10E+35,827,0.56933851,-0.223039208,0.4,0.9
206864,1.00E+35,885,0.126862915,-0.480480731,1,0.8
206935,1.00E+35,818,0.1998,-1.46E-05,1,0.5
206964,1.00E+35,831,0.226736832,-0.181633911,0.6,0.8
206980,1.00E+35,862,0.167533596,-0.345217248,0.8,0.9
207122,1.00E+27,778,0.1998,-1.82E-05,1,0.4
207138,1.01E+35,735,0.504083204,-0.173495944,0.4,0.9
207160,1.00E+35,943,0.132944073,-0.451312449,1,0.5
207189,1.00E+35,1045,0.117993862,-0.523077214,1,1
207206,1.00E+27,735,0.296710013,0.09688981,0.8,0.2
207263,1.01E+35,1006,0.22184875,-0.221635288,0.6,0.8
207363,1.00E+35,762,0.296710013,0.096899363,0.8,0.7
207428,1.00E+35,987,0.125813865,-0.305539702,0.8,0.8
207493,1.01E+27,693,0.42164875,0.221831069,0.6,0.5
207526,1.01E+35,786,0.290782732,-0.174558913,0.6,0.9
207571,1.00E+35,794,0.296710013,0.09689618,0.8,0.8
207641,1.00E+35,882,0.42184875,-0.455957931,0.6,0.7
207716,1.00E+27,675,0.296710013,0.096893046,0.8,0.7
207741,1.00E+27,725,0.597740009,0.397928005,0.4,0.6
207748,1.00E+35,951,0.245273637,-0.206150971,0.6,1
207764,1.10E+27,567,1.264863537,0.143009038,0.6,0.6
207768,1.00E+35,775,0.296710013,0.09689689,0.8,0.7
207808,1.00E+35,743,0.310041233,-0.184261821,0.6,1
207893,1.00E+27,773,0.42164875,0.221834125,0.6,0.7
207914,1.00E+35,1103,0.097482994,-0.469186974,1,1
207953,1.00E+27,782,0.597740009,0.397924206,0.4,0.6
207957,1.01E+35,1107,0.134463248,-0.346195474,0.8,0.9
207972,1.00E+35,810,0.196910013,-0.36253033,0.8,0.7
208017,1.00E+35,908,0.139464938,-0.315771529,0.8,0.8
208062,1.00E+35,717,0.1998,-1.29E-05,1,0.7
208093,1.00E+35,466,0.597740009,0.39792904,0.4,0.9
208130,1.01E+35,971,0.25839527,-0.140016928,0.6,1
208162,1.00E+35,806,0.156757554,-0.351561972,0.8,1
208181,1.00E+27,679,0.296710013,0.09689513,0.8,0.6
208213,1.00E+35,794,0.881174178,0.129358674,0.6,1
208252,1.01E+35,989,0.050407913,-0.441148133,1,1
208362,1.00E+35,855,0.318109434,-0.209410405,0.6,1
208431,1.00E+35,824,0.290782732,-0.206938175,0.6,0.9
208456,1.00E+27,747,0.597740009,0.397924768,0.4,0.5
208471,1.00E+35,856,0.269200362,-0.275179117,0.6,1
208553,1.00E+35,968,0.097808335,-0.49100271,1,0.6
208583,1.00E+35,604,0.296710013,0.096899496,0.8,0.9
208590,1.00E+35,755,0.519790591,-0.054965732,0.4,1
208624,1.00E+35,733,0.42164875,0.22183896,0.6,1
208694,1.01E+35,592,0.465775083,0.037077923,0.4,1
208769,1.11E+35,1372,0.496517174,-0.03815499,0.4,0.8
208796,1.11E+35,1297,0.42184875,-0.408484489,0.6,0.6
208815,1.11E+34,1379,0.1998,-1.20E-05,1,0.8
208856,1.11E+34,1394,0.1998,-1.15E-05,1,0.8
208873,1.01E+35,1344,0.10437075,-0.276827608,0.8,1
208878,1.01E+35,1736,0.005064273,-0.405201537,1,0.8
208982,1.11E+35,1396,0.41624482,-0.042608076,0.4,1
208998,1.01E+35,1429,0.101646695,-0.297765371,0.8,0.8
209021,1.01E+35,1360,0.226182374,-0.149271869,0.6,0.8
209064,1.00E+33,1381,0.202099725,-0.15498877,0.8,1
209074,1.01E+35,1411,0.371846995,-0.07654348,0.6,0.8
209093,1.11E+35,1316,0.466119632,-0.139118845,0.4,0.6
209097,1.11E+35,1333,0.408515218,-0.39010827,0.6,0.8
209117,1.11E+33,1318,0.296710013,0.096895948,0.8,0.6
209220,1.01E+35,1400,0.168818566,-0.478494189,1,1
209269,1.01E+35,1615,0.04773001,-0.445592083,1,0.8
209289,1.00E+33,1392,0.145844843,-0.320152744,1,1
209292,1.10E+34,1229,0.597740009,0.397927942,0.4,0.5
209340,1.11E+33,1436,0.073868451,-0.139672224,1,0.8
209428,1.01E+35,1341,0.005656879,-0.402020715,1,0.8
209441,1.11E+35,1282,0.305075134,-0.322262135,0.6,0.8
209540,1.11E+35,1203,0.458071881,-0.086497371,0.4,0.8
209541,1.10E+34,1304,0.249999646,-0.244800717,0.6,0.8
209603,1.01E+35,1312,0.411938114,-0.339615415,0.6,0.8
209633,1.01E+35,1478,0.247638422,-0.368077951,0.8,0.8
209662,1.01E+35,1574,0.14925835,-0.492925268,1,0.5
209721,1.01E+35,1449,0.496981262,-0.0263343,0.4,1
209753,1.01E+35,1476,0.322148111,-0.439212828,0.6,0.8
209809,1.11E+35,1441,0.279007074,-0.428627506,0.8,0.8
209845,1.01E+35,1369,0.051947743,-0.341028108,1,0.8
209850,1.10E+33,1510,0.17689692,-0.242393664,1,0.8
209864,1.01E+35,1387,0.255414599,-0.142327635,0.6,1
209932,1.01E+34,1365,0.1998,-1.43E-05,1,0.8
209941,1.01E+35,1303,0.226330292,-0.170712573,0.6,0.8
209951,1.01E+35,1456,0.149173112,-0.026933141,0.8,0.9
210017,1.11E+35,1427,0.157775626,-0.401899472,0.8,0.8
210028,1.01E+35,1408,0.300622164,-0.175525499,0.6,1
210053,1.11E+35,1356,0.118018108,-0.352858814,0.8,0.6
210068,1.11E+35,1409,0.142015547,-0.230954807,0.8,1
210145,1.11E+35,1329,0.257783675,-0.470108247,0.8,0.8
210229,1.11E+35,1364,0.490953699,-0.241333083,0.4,1
210323,1.11E+35,1392,0.480833367,-0.111599334,0.4,0.8
210338,1.01E+35,1446,0.276105261,-0.130642819,0.6,1
210393,1.01E+35,1502,0.164785105,-0.463546987,0.8,1
210456,1.01E+35,1494,0.24812278,-0.187666052,0.8,0.8
210530,1.01E+35,1324,0.292584065,-0.271984484,0.6,0.8
210587,1.01E+35,1227,0.597740009,0.397929784,0.4,0.7
210601,1.01E+35,1331,0.101926392,-0.295923396,0.8,0.8
210617,1.01E+35,1322,0.306294747,-0.131742111,0.6,0.7
210641,1.11E+35,1341,0.139720892,-0.393422221,0.8,1
210729,1.11E+35,1379,0.24764751,-0.168362287,0.6,0.8
210833,1.01E+35,1528,0.296910013,-0.561686136,0.8,0.6
210887,1.01E+35,1466,0.326127406,-0.077427503,0.6,0.8
210894,1.01E+35,1478,0.170401882,-0.264080619,0.8,0.7
210957,1.01E+35,1463,0.328684291,-0.460147327,0.6,0.8
211036,1.01E+35,1420,0.459726529,0.03535442,0.4,1
211039,1.01E+35,1355,0.507273446,0.054076192,0.4,1
211210,1.11E+35,1292,0.249388432,-0.149271869,0.6,0.8
211316,1.11E+35,1390,0.530002431,-0.106621297,0.4,0.9
211374,1.11E+35,1338,0.508013348,-0.072250016,0.4,1
211412,1.01E+35,1494,0.287633122,-0.282989865,0.6,0.8
211427,1.11E+35,1249,0.480905664,-0.148689568,0.4,0.8
211472,1.01E+35,1537,0.280242957,-0.387783632,0.8,0.8
211610,1.01E+35,1561,0.101646695,-0.297765371,0.8,0.8
211727,1.11E+35,1326,0.275654885,-0.263797754,0.6,0.8
211831,1.01E+35,1343,0.429133095,-0.039074693,0.4,1
211862,1.11E+35,1320,0.296910013,-0.439668006,0.8,0.6
211876,1.10E+34,1404,0.387534175,-0.242144489,0.6,1
211886,1.11E+35,1247,0.489769872,-0.174214548,0.4,0.8
211920,1.11E+35,1373,0.245912095,-0.433476105,0.8,0.9
212129,1.11E+35,1537,0.273252012,-0.241615184,0.6,1
212238,1.10E+34,1278,0.42184875,-0.291194657,0.6,1
212299,1.11E+34,1362,0.1998,-1.09E-05,1,0.8
212331,1.11E+35,1278,0.269679345,-0.209367469,0.6,0.5
212361,1.01E+35,1465,0.312933477,-0.07935643,0.6,0.8
212375,1.11E+35,1506,0.139392408,-0.21648205,0.8,0.5
212437,1.01E+35,1570,0.157485364,-0.247993665,0.8,1
212460,1.11E+35,1437,0.109768266,-0.313264095,0.8,1
212466,1.11E+35,1381,0.574034411,-0.175923251,0.4,0.8
212524,1.01E+35,1440,0.432278966,-0.119356531,0.4,1
212630,1.00E+33,1484,0.105189712,-0.280996972,1,1
212676,1.01E+35,1517,0.042482395,-0.340292019,1,0.6
212791,1.10E+34,1053,0.426090905,-0.020985881,0.4,0.7
212798,1.01E+35,1530,0.237116022,-0.204420201,0.6,1
212923,1.11E+35,1351,0.109809559,-0.242407547,0.8,0.8
212978,1.01E+35,1360,0.401869696,0.035514633,0.4,1
213008,1.01E+35,1293,0.296910013,-0.439668006,0.8,0.6
213137,1.01E+35,1525,0.03678049,-0.350499207,1,0.8
213195,1.11E+35,1309,0.456638616,-0.060345789,0.4,0.8
213296,1.01E+35,1461,0.10845822,-0.282113531,0.8,1
213320,1.10E+35,1406,0.296710013,0.096896475,0.8,0.8
213331,1.01E+35,1295,0.140499927,-0.363247218,0.8,0.8
213413,1.01E+35,1223,0.433688044,-0.022726228,0.4,0.8
213478,1.11E+35,1264,0.57331538,-0.21368505,0.4,0.8
213490,1.01E+35,1488,0.124715219,-0.272555266,1,0.8
213622,1.11E+35,1485,0.265728579,-0.381584176,0.8,0.8
213742,1.00E+33,1251,0.125060909,-0.309832407,0.8,0.8
213759,1.11E+35,1421,0.429488172,-0.053044166,0.4,1
213820,1.11E+35,1348,0.279851193,-0.260212607,0.6,0.8
